distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
4820,1846.4658,35672.54434,48056.426230000005,34066.9433,29015.0715,31077.606310000003,RE-B,2120,IT-12,37313,17340.648999999998,27560,16700,1557,-16.077907376839633
4974,16818.761000000002,10567.26141,5045.250370000001,53957.7926,13183.1695,32434.22378,RE-10,2121,IT-A,56631,33160.482,28947,21898,1252,2.130748612955763
6102,4239.5856,18766.46131,37671.932069999995,37366.1513,22754.5314,28247.669830000003,RE-7,2925,IT-0,39881,17074.942,13141,16507,1311,-19.328190685430773
7394,6130.191,28875.539060000003,9069.281140000001,53203.0284,50669.3873,17065.493159999998,RE-D,2497,IT-4,40894,25413.159,7258,12148,1134,-49.87302673893308
3120,1115.7058,1018.70211,9822.27608,49701.1658,38449.5602,29491.36827,RE-11,1952,IT-E,33719,22889.192000000003,19522,17195,1204,-46.94373340835558
6595,4689.1319,19277.61118,56455.36175,45936.537000000004,50290.9709,46335.84563,RE-D,1099,IT-D,34542,24014.936,22701,6457,1719,9.59831768587726
6751,10325.9683,38579.42605,7201.177540000001,53710.8622,54511.0806,38312.4258,RE-11,707,IT-E,48323,22978.32,34325,15435,1300,25.782742047267604
5702,4195.2424,30504.581060000004,56641.71422,39145.8443,25060.8593,46159.022039999996,RE-9,1462,IT-A,50581,26123.791,11894,12397,1129,-15.259845021217213
4064,6896.2807,29679.07692,44721.242210000004,39998.4593,16357.8201,34677.537319999996,RE-F,3606,IT-F,60762,22562.932,29034,12040,1700,16.8234305658588
6020,10253.5147,4636.91569,35810.33213,68701.5209,20431.0781,29073.761410000003,RE-B,2840,IT-7,61664,24387.887000000002,24588,25214,1661,72.75773893985726
6305,7089.932,36437.910789999994,27974.683210000003,50018.2267,25622.0672,44528.14545,RE-8,1889,IT-C,41025,29536.405,25062,16359,1269,8.311983075908806
4530,17587.6363,4528.99181,33966.07473,33871.8769,31304.2825,38868.373589999996,RE-E,1565,IT-F,79173,26365.664,24264,15768,1763,67.54951726789236
4224,4104.4414,44270.623680000004,24528.075419999997,47115.057,46449.657,31246.21426,RE-4,2435,IT-3,65033,11130.403,12022,17237,1079,-14.016697368133759
4046,4739.4559,38372.693,22599.90831,27646.3289,27355.4001,38885.761060000004,RE-C,1383,IT-C,31871,28698.792999999998,21509,22127,1399,11.707841445826896
5378,15127.51,30763.76608,3909.67977,48500.4955,42050.6598,32669.0504,RE-11,2190,IT-11,54796,,25891,19110,1686,55.70161026504696
6205,3966.886,26350.308409999998,19455.29163,34471.638999999996,19526.4049,27657.555760000003,RE-C,2010,IT-11,62013,21273.203999999998,28365,12293,1390,25.541844538311786
5674,7994.8613,9689.29208,4399.00651,62119.4196,35902.7262,19924.1655,RE-0,2008,IT-5,67354,28354.061,29870,16905,1482,4.73991029871748
6555,10407.016,28923.26474,22108.98091,29077.6469,34821.9176,26145.677000000003,RE-2,2782,IT-4,35628,36794.205,11045,11768,1300,-4.040280653622813
7496,10902.2485,37318.32393,54389.89008,44143.6147,26581.9568,37755.34544,RE-A,1357,IT-C,42277,36534.38,33779,22014,1533,47.077437485910174
5173,2501.6774,30090.01943,34756.54495,42156.2313,54666.265,30120.8971,RE-4,2185,IT-12,27839,17063.727,26352,9073,1398,353.53355579242674
4449,3385.2293,42983.54919,34694.166619999996,60625.831,19043.9213,15784.912380000002,RE-A,445,IT-9,40414,13554.692,1998,22209,1335,-45.139269108345225
4470,7822.6796,24123.839819999997,48324.468689999994,37548.2642,34356.0411,46238.99351,RE-1,2860,IT-2,73491,,16750,13206,1239,-1.7972516630178883
6253,12525.9508,37623.10677,32263.546589999998,29382.8135,40349.4626,15437.90786,RE-E,3912,IT-8,66205,,4121,17404,1161,-4.299560309674764
6447,16593.5415,37383.34827,26696.10653,45302.8917,39438.7363,26010.11262,RE-4,641,IT-5,44721,29222.155,10023,18440,1857,32.17983994396498
6761,17520.3808,23150.007830000002,60228.06526,28337.4582,50916.3591,33045.098289999994,RE-4,2016,IT-1,50616,30837.652000000002,25150,19273,1257,40.53385834022003
3795,16176.5459,5761.02673,54130.07892000001,53332.9292,36164.7991,20557.943059999998,RE-D,2149,IT-B,47132,31491.102000000003,18835,9464,862,-26.19471618092441
4483,14351.1515,6119.73646,16773.18105,43825.8109,25673.7071,36993.25472,RE-9,2560,IT-9,48160,20907.603,3799,18262,1271,-12.884350904377813
5866,14219.5734,3131.88928,1401.93426,46921.7888,39297.2141,9980.21954,RE-C,4054,IT-D,61819,33101.795,18918,13358,1255,2.616518972616944
6668,6747.6704,7127.886990000001,20197.604180000002,41714.4974,59754.8165,15687.50785,RE-6,756,IT-10,37867,10387.91,6735,12702,852,-74.07000288757969
5314,15251.9298,10659.00061,19831.88561,26980.0992,34842.9852,38810.42594,RE-A,1404,IT-7,55734,29595.277000000002,25564,9992,916,-1.4423180201681896
7793,12258.4483,31637.0086,54159.44245,25595.7748,38796.4247,20473.99244,RE-7,1222,IT-E,25102,25930.251,3246,18651,1287,-9.219583343906287
2490,3058.6006,21242.331290000002,1069.3221199999998,42211.8365,55666.3799,36986.59216,RE-B,1194,IT-9,49767,33547.427,26047,16767,1138,7.1390918784784985
4976,2308.8532,11046.226999999999,32383.24491,12845.4994,29339.9162,18046.47205,RE-10,2627,IT-1,23578,20615.528000000002,8898,15259,1840,-24.475878527358716
5251,17222.0172,38225.54842,13186.93951,61517.3969,19335.3923,3240.3068,RE-10,2147,IT-7,57408,34094.083,22885,17511,1593,22.74265907302612
3392,15155.8758,10487.62045,2286.9745,35363.3944,21864.9016,52849.669969999995,RE-11,1496,IT-5,55123,15945.981000000002,9679,16792,1174,-5.306727733190857
4375,13928.1108,14255.023819999999,12921.94102,40707.8849,41024.5534,18811.78783,RE-5,4424,IT-0,47046,37232.084,34525,8561,1433,6.132013473971119
4703,5785.5602,10212.34158,37333.50271,51114.2689,29477.0048,23491.18778,RE-6,3597,IT-D,67223,,31350,22106,668,-5.7117686167521615
5535,6343.0109,5753.88138,34649.46138,34615.3368,49485.9484,40762.86625,RE-A,3831,IT-4,60754,29850.741,7527,8907,1449,4.175678517039044
3288,6512.8899,27551.36077,42204.742210000004,60114.3449,52674.2156,37367.45988,RE-9,3633,IT-2,20499,28218.942000000003,15669,13267,1195,-28.89889933097843
4516,11207.1715,34516.060339999996,57096.745879999995,67593.8963,42494.2476,27937.93188,RE-8,2082,IT-A,45033,32093.895,32099,14329,1055,-12.931682044540052
4237,2697.9333,3478.3479899999998,35291.95282,30586.7456,25125.1431,33994.92601,RE-1,661,IT-D,29091,45451.0,1221,13877,1413,-11.839100031697118
4166,13180.0854,17728.00761,39407.74927,26333.8724,48123.0344,25735.92342,RE-6,3093,IT-5,34226,20118.397,21980,16028,1312,-17.068946662228953
5949,17350.7274,40843.978039999995,58399.5481,37790.7395,30239.7846,27946.011489999997,RE-B,3462,IT-E,61249,30238.386000000002,9997,13630,1566,50.543236356835784
6562,18623.8007,19510.77819,49944.12105,49108.3658,41462.1995,33625.45023,RE-3,1283,IT-F,39693,23732.405,10888,17876,1619,32.42000764213438
7613,2030.6328,27076.03412,38250.47035,39621.9175,46141.4616,24815.08325,RE-C,3113,IT-D,51651,31053.09,30352,20201,1096,-4.524820538423954
6264,3386.3363,37041.988339999996,6901.36894,20432.3656,47086.2175,45257.6622,RE-F,4676,IT-C,26970,21757.47,10653,12310,898,-29.438155989842944
5375,9382.827,7272.904159999999,56772.00244,69756.9353,35483.7508,37066.19382,RE-C,3744,IT-D,70197,22576.714,26047,23371,1675,37.23506064359889
4943,5509.7382,17963.091809999998,38643.38204,41331.7161,39042.9816,12450.107979999999,RE-A,4095,IT-10,14907,25174.575,799,9124,1398,-47.89321369797704
7945,11924.6258,31699.86333,58245.57344,38001.0983,27907.6072,23884.70319,RE-6,1855,IT-7,54481,34373.748,15962,11508,1254,7.493097397285918
5310,14567.9007,16881.88222,13707.115780000002,32860.3177,38524.8284,6998.330620000001,RE-9,4792,IT-10,55842,39851.154,15137,13336,1730,40.67190401936824
4324,13158.4201,25575.72566,1495.02586,51474.5769,52449.8607,36499.750889999996,RE-3,461,IT-B,51757,,20632,16582,1049,-4.028331096373906
5826,15230.2939,30387.21365,2561.83965,34013.2883,39790.3735,30499.177630000002,RE-F,2843,IT-D,54931,22932.056,27133,19835,1506,58.40067334265538
3994,2098.1881,22167.89707,6466.19455,64254.1592,37566.1951,28332.779939999997,RE-3,2385,IT-7,45836,20758.554,31772,20707,997,-38.98803812789311
5121,4563.0607,41217.08935,19169.10469,48975.4033,38849.2851,33073.04256,RE-6,1407,IT-9,40097,29897.597,15127,18867,1155,-9.804624693930633
4734,6963.5001,12552.56041,12143.68244,62427.0408,48604.0715,47373.31577,RE-10,3705,IT-2,65299,22804.537999999997,11505,13153,1149,-16.27829127093526
3596,8976.9123,28701.37573,23138.04378,54957.2096,37405.0818,50979.48853,RE-5,3604,IT-A,42126,30710.459,34406,13465,1525,32.242578206434736
8636,13887.3533,42772.06935,14218.547830000001,46703.3498,46935.4056,25921.1343,RE-10,4745,IT-2,37672,21525.475,18985,14544,1274,-18.947214601383067
4528,17528.2463,5543.1199799999995,52695.255410000005,59715.1152,42909.8789,29459.9457,RE-B,1556,IT-5,42663,23192.065,20601,12824,1217,-50.32306292023274
6440,18503.9164,26424.17023,27257.613119999998,46263.9504,33296.1689,24988.80932,RE-1,4267,IT-3,79738,19094.089,21020,15736,1490,26.52172903110208
6885,15844.4714,6398.23222,23570.93099,44553.5443,46691.6664,30624.93465,RE-0,4209,IT-2,67102,25633.64,29688,24452,909,53.019982153045035
6074,7180.2403,10942.843159999999,10094.91699,24370.9224,21167.7042,21355.59003,RE-5,825,IT-6,26118,15789.966999999999,394,17217,1566,-31.95064796191319
3134,8884.882,10649.829740000001,35787.907889999995,36097.3746,23622.7133,38582.362839999994,RE-1,2113,IT-6,47787,27001.79,24392,12507,828,-33.35433263674145
4255,4975.5265,19633.86983,60963.16405,36453.4176,30405.2931,40938.731680000004,RE-4,2758,IT-1,48236,26958.607000000004,27747,19054,1863,27.40906366513228
6123,10676.4157,19007.90638,17047.39949,24478.4039,34083.4017,21333.01251,RE-3,4487,IT-4,35631,31722.29,4733,17602,1314,-10.233394956692727
6524,8894.3387,32362.7931,55353.88899,24116.4976,20238.4162,24651.2585,RE-9,2847,IT-6,41687,25980.984,12660,21761,1649,23.6774303018698
5375,17472.7068,4952.67435,23327.35311,47444.775,39371.7598,37167.486489999996,RE-B,937,IT-3,26889,31296.262000000002,12054,16124,1471,5.513355251528732
4385,15811.1805,13339.59687,48265.88074,28036.8369,49752.5769,36556.82018,RE-6,4623,IT-E,34851,28180.474,12776,12822,1394,24.51495523204317
5869,10633.9398,7069.224840000001,12167.786470000001,49848.6688,32413.0715,26066.133680000003,RE-D,1826,IT-7,35434,25188.012000000002,31010,10128,819,-41.79139886594423
5265,7395.2613,17966.05551,27358.84976,39526.4381,51506.2959,22174.906000000003,RE-E,738,IT-13,51761,16451.499,17243,23678,1452,3.798256501022669
6153,13045.1146,22656.066590000002,39061.24082,51262.1736,36298.545,28244.221489999996,RE-8,4344,IT-6,68441,24377.849,27812,14201,1314,12.465594417632644
5755,2434.9915,36520.36554,48709.83397,44945.5826,25580.632999999998,24864.889519999997,RE-D,3498,IT-7,48778,23955.916,19688,16337,1296,-13.93874484154441
2630,15980.3813,8671.72941,28769.4298,54201.0096,46522.0386,27558.488269999998,RE-3,4522,IT-D,57248,31572.987999999998,13937,17371,1345,9.35726885294878
6505,14137.561000000002,34237.38155,33433.441960000004,73074.4736,62082.2928,37459.6194,RE-3,4839,IT-2,24372,26567.127,25342,13438,1590,14.847992524634158
6608,6865.3951,9108.012859999999,61160.43732999999,61878.422999999995,45233.4228,31185.915680000002,RE-F,3984,IT-F,21533,,11419,16381,1454,-6.304617093184137
6856,3994.0294,5640.595020000001,4605.31494,54945.8629,34831.2494,42858.10751,RE-6,1607,IT-B,47942,29438.975,7225,14359,1695,6.519651165067169
7054,1854.1511,36814.205160000005,44391.77579,29255.2746,11350.7172,31873.25848,RE-1,1250,IT-12,51019,27500.965,31032,8370,1047,-48.70208872579315
5673,15714.1083,6570.27715,34852.315910000005,42974.4042,35388.0506,32378.68831,RE-E,3673,IT-1,43559,40170.969,33148,17327,1474,32.56494517704185
3534,15616.0839,32220.07036,36296.88178,10997.2674,34927.6215,11745.635040000001,RE-10,3243,IT-4,54319,31720.496,16214,25134,1187,18.85689716831871
6513,6348.1682,18115.29045,21288.92457,40287.4802,46560.5707,35889.91629,RE-A,2479,IT-5,15719,26605.618,32904,18434,1042,-20.645425981189998
3509,11677.4706,28591.53596,56719.164520000006,27316.2273,41275.8081,29541.780639999997,RE-7,871,IT-5,47299,30278.064,27136,11966,935,-42.46655592359093
7047,12551.3238,29699.019839999997,45274.38522,53588.5726,36125.5704,10188.240740000001,RE-F,432,IT-1,43959,24453.272999999997,533,14961,1549,-25.139379896762748
4330,17830.0947,38913.82107,16363.725880000002,25761.4168,27634.7869,27012.260810000003,RE-11,1717,IT-B,60479,32701.293999999998,30731,17131,2014,91.03183258829624
4167,14915.1065,10744.12153,16092.3,57396.3426,45429.4875,32432.83919,RE-11,1723,IT-0,72679,34605.428,9981,12369,1761,41.89870566809344
5836,10346.9437,20770.76738,24664.83379,23942.611,25538.8453,20596.42595,RE-2,3343,IT-B,54709,29786.15,30529,15957,1406,24.16339946771993
5485,1443.9886,31266.921319999998,14544.12789,73415.3911,20512.6673,34333.37141,RE-2,4125,IT-4,39206,25204.2,4048,11586,1329,-58.5523437913202
5254,6974.0656,14058.39824,37650.39723,66749.3808,23871.6686,32877.57039,RE-A,3291,IT-5,37859,31072.876,15249,18412,1493,-20.563315179016755
3659,4197.6607,24755.69459,49696.42026,50548.8333,44735.7057,26225.273540000002,RE-7,3374,IT-7,43802,21347.467,16084,9703,1209,-46.773284753377936
4760,10698.431,14934.105730000001,14639.88865,50726.8339,21282.5262,42246.7718,RE-3,4410,IT-1,50059,40789.787000000004,27556,8969,872,-15.525053426872775
4343,13823.8255,31034.6155,32577.96885,56024.4466,52750.8321,38576.68306,RE-0,1159,IT-2,38974,27022.131,21259,21721,1728,35.029003321346444
5841,6487.9956,10856.86178,37628.19953,67137.1409,32720.1407,42293.47372,RE-8,1221,IT-11,72578,25653.2,9698,18669,1415,15.797839535265364
5821,4212.8341,14383.2763,42885.74092,52376.3225,44340.2703,15297.435619999998,RE-D,545,IT-8,48108,20491.151,26944,12438,1423,-29.848294806296373
4108,7695.9175,7367.69045,40146.76963,32148.3151,55436.170999999995,19743.95151,RE-7,4433,IT-7,29065,24245.815,28297,7949,931,-53.4145726433445
6862,10727.5952,44084.94195,23898.74542,57182.2889,35487.0655,43268.47562,RE-0,4066,IT-E,48114,23748.815,3701,13847,1322,4.326944388911324
5346,8681.0509,31915.308119999998,41881.43396,35130.3893,31995.3294,33715.94494,RE-C,602,IT-12,32942,36732.665,27009,18005,1554,36.19898600562096
5061,3746.3076,19486.65979,26350.71586,35274.8848,30501.0869,19367.08858,RE-E,2975,IT-8,40057,19451.005,19140,14140,1297,-33.77147714243345
5718,10996.358999999999,26730.92493,25476.913790000002,14465.5355,21041.6094,48283.18956,RE-7,1437,IT-A,46612,29257.01,5905,17464,1478,27.62882659949729
5268,15190.6631,7497.84442,10928.54904,41300.532999999996,56692.7633,31964.25579,RE-F,2951,IT-6,59453,20832.14,31784,16513,1169,37.08671005084322
5614,6849.5744,1472.15791,8708.33783,49472.7583,39872.4543,40293.06372,RE-1,4501,IT-5,71006,32074.635,32110,22740,1130,20.201746620619836
3903,17805.1199,17813.48207,11331.13421,26217.0406,26203.4552,29711.957260000003,RE-B,4273,IT-9,41106,,4809,21336,1016,98.36445921078204
7718,14429.1936,23479.12634,21008.33437,75294.9408,33032.1764,10641.93735,RE-8,4959,IT-3,58506,25691.132,19884,9566,1773,0.6149064903358576
4658,2982.4759999999997,17735.04228,43430.462739999995,23090.6671,34802.921,13050.04559,RE-1,4534,IT-F,54855,36497.058,13068,16510,878,-18.918453790075603
7642,18382.3808,42708.086039999995,54642.95289,37213.6877,40048.3256,2800.67119,RE-10,4342,IT-1,41442,23549.235,21635,20611,1307,-3.9871553199125684
5475,14043.5726,41560.81127,50033.165219999995,14822.1681,38787.5899,33147.05631,RE-A,3527,IT-9,13361,18394.906000000003,26473,17436,914,-17.532361007298277
6272,1591.6154,17333.7132,8637.24055,38297.0698,15674.4408,25908.69117,RE-A,4806,IT-13,53294,23933.681,2264,17529,1354,1.3741020943859583
5494,14161.7197,9871.02665,54704.10487999999,44235.4957,22675.8399,37022.83167,RE-6,4380,IT-12,30411,24676.257,6025,20977,1345,2.720549385399605
6341,7072.9457,35456.39325,55759.047060000004,44104.0154,40037.4474,30900.714460000003,RE-7,2479,IT-13,25685,26516.514,30652,14521,1725,37.06603210332013
5246,1535.9299,32619.94142,30704.60742,29503.2549,36438.0508,24031.27625,RE-3,3627,IT-1,40176,25283.293999999998,7366,12232,1320,-38.202804444520496
5200,8794.953000000001,41193.289319999996,18747.56993,37792.5302,31258.126,23780.05324,RE-11,1903,IT-F,51095,26197.708,12745,7181,1260,-8.39116257403156
4285,17234.0847,4340.87496,3403.0338100000004,42513.4427,48198.251,24365.77335,RE-C,2624,IT-D,40129,25324.124,3156,11564,1151,-24.668520648276054
3904,7820.6153,20815.501180000003,40280.03814,37232.3881,31397.3756,34346.030569999995,RE-2,1743,IT-3,61392,37915.626000000004,33594,9645,1656,29.383601755774713
3616,3619.5553,41806.50258,27608.902110000003,36184.4017,33622.8348,30972.00035,RE-1,1563,IT-1,51823,22153.677000000003,12026,22012,1405,-17.75974200138639
5729,14507.0356,40639.07589,19723.33338,44258.9558,33579.3026,35511.36338,RE-E,1051,IT-0,22204,24641.382999999998,17785,17892,1159,-19.347753935094364
4279,10407.918,4774.77313,15609.665469999998,58768.8193,44822.5626,43755.54466,RE-1,4369,IT-6,36300,22930.912999999997,24496,19636,984,-18.329499290899147
6521,6080.9336,37964.503319999996,42097.636119999996,21063.2082,53294.0134,40428.04402,RE-0,2277,IT-E,62849,15443.633,28570,16759,1086,14.514899953548571
5148,16023.7102,20350.925909999998,30429.55907,48777.807,4325.5657,45859.47355,RE-1,2642,IT-11,32392,22930.557999999997,13540,9741,923,-25.074295161966962
4879,12747.7921,4907.44934,21112.306109999998,50772.0642,32458.5434,22423.9247,RE-B,1519,IT-C,60331,22073.142999999996,8379,14713,1300,-10.655061865442516
4424,2699.3581,14925.71415,45840.36331,27559.1954,33858.836,28747.19657,RE-3,3562,IT-0,24906,25267.53,10891,24601,1194,-30.41679304655171
5299,10959.5791,10027.71917,56795.30831,19901.1636,18573.8106,9627.569809999999,RE-2,2879,IT-7,54264,27503.713,18739,13038,934,-29.24703324156316
3043,7390.8619,1341.71136,35415.06678,55080.1421,27491.1332,40241.9453,RE-5,3017,IT-4,63787,22981.354,15028,11353,989,-36.657140197647216
7888,11821.6851,19090.58115,26959.7881,25972.5631,29205.8652,28847.36463,RE-1,4610,IT-12,51262,15917.248,4294,14880,1468,24.089102193133517
5208,12758.8924,16341.243569999999,4339.45657,22594.897,22312.897,14378.337469999999,RE-F,1290,IT-13,49146,34921.04,1375,11806,1472,14.359623691596825
7767,17888.2043,23105.59368,46291.49849,46531.9221,49042.7178,25253.80991,RE-4,1847,IT-6,61077,32808.788,26107,10993,1245,11.910366156267012
3791,11567.4971,23937.30686,41638.5873,20686.7857,27473.1332,24735.69684,RE-7,2061,IT-10,38295,24177.02,21114,19849,1640,33.267521385830825
5650,17553.486,2197.00138,27275.87044,58789.3377,50373.1772,26950.68294,RE-7,3400,IT-13,34958,18349.539,6208,10957,1164,-36.04000428791004
5235,6541.9028,40920.0014,13852.446719999998,40173.0445,44827.352999999996,30753.277739999998,RE-4,2481,IT-B,46820,29694.506,15834,18997,1747,62.62447076472507
5470,10702.9606,22688.08487,25623.02754,40935.5748,43765.1875,28333.26942,RE-E,713,IT-12,42852,13594.346000000001,23715,7487,1560,-14.907695411142116
5341,6558.1626,19287.04676,54201.402270000006,37542.4361,16076.4231,23805.46628,RE-E,3951,IT-5,46208,21124.072,11979,15712,1003,-34.31573192916304
2909,6554.7386,42955.58915,5058.8660899999995,35542.447,33513.7285,11504.95668,RE-E,2105,IT-11,52908,22937.479,4517,13838,1081,-28.68070370940503
5160,8800.3155,17030.31587,25407.3324,48030.2038,30208.6805,28898.4609,RE-7,4542,IT-D,35673,,13661,19105,1156,10.229756867375256
3119,13217.6342,23137.56664,59667.49976,40083.4248,33698.1766,31494.273589999997,RE-4,2856,IT-E,68745,,27091,17732,1260,34.575145435837825
5451,18030.1178,7688.02595,28814.29836,34914.4836,46341.1527,29010.239719999998,RE-F,2195,IT-9,48829,26506.53,24545,15485,1292,-12.004986880279839
